Enrollment Month,Plan Type,County,Plan Name, Count of Enrollees ,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2010-08,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"27,929",None,None
2010-08,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"60,847",None,None
2010-08,PACE,Santa Clara,OnLok Lifeways,45,None,None
2010-08,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,81,None,None
2010-08,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,897,None,None
2010-08,PACE,San Diego ,St. Paul's PACE,115,None,None
2010-08,Prepaid Health Plan,Marin,Kaiser/Marin,900,None,None
2010-08,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,756,None,None
2010-08,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,906",None,None
2010-08,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,655,None,None
2010-08,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,350,None,None
2010-08,SCAN,Los Angeles,SCAN Hlth Plan / LA,"2,977",None,None
2010-08,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,942,None,None
2010-08,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,565,None,None
2010-08,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,733,None,None
2010-08,Special Project,Contra Costa,Center for Elders Independence,36,None,None
2010-08,Special Project,Alameda,Cntr Elders Indep/Alameda,422,None,None
2010-08,Special Project,San Francisco,Family Mosaic Prj / SF,111,None,None
2010-08,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2010-08,Special Project,Sacramento,Sutter SeniorCare/Sac,212,None,None
2010-08,Two-Plan,Alameda,Alameda Alliance for Hlth,"99,326",None,None
2010-08,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"28,201",None,None
2010-08,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"11,428",None,None
2010-08,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"89,646",None,None
2010-08,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,"27,681",None,None
2010-08,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"33,914",None,None
2010-08,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"11,839",None,None
2010-08,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,"49,970",None,None
2010-08,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"76,250",None,None
2010-08,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"60,151",None,None
2010-08,Two-Plan,Los Angeles,Health Net / LA,"442,897",None,None
2010-08,Two-Plan,Fresno,Health Net /Fresno,"115,934",None,None
2010-08,Two-Plan,Kern,Health Net/Kern,"32,414",None,None
2010-08,Two-Plan,Stanislaus,Health Net/Stanislaus,"22,303",None,None
2010-08,Two-Plan,Tulare,Health Net/Tulare,"30,251",None,None
2010-08,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"76,192",None,None
2010-08,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"186,055",None,None
2010-08,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"211,423",None,None
2010-08,Two-Plan,Kern,Kern Hlth Systems,"106,529",None,None
2010-08,Two-Plan,Los Angeles,LA CARE,"839,554",None,None
2010-08,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"40,939",None,None
2010-08,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"57,317",None,None
2010-08,Two-Plan,San Francisco,San Francisco Hlth Plan,"38,780",None,None
2010-08,Two-Plan,Santa Clara,Santa Clara Family Hlth,"100,922",None,None
2010-09,COHS,Orange,CalOPTIMA / Orange,"366,441",None,None
2010-09,COHS,Merced,Central California Alliance for Health Merced,"72,168",None,None
2010-09,COHS,Monterey,Central California Alliance for Health/Monterey,"72,846",None,None
2010-09,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"35,031",None,None
2010-09,COHS,San Mateo,Hlth Plan of San Mateo,"59,490",None,None
2010-09,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,"52,514",None,None
2010-09,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"27,228",None,None
2010-09,COHS,Napa,Partnership HP of CA/Napa,"13,987",None,None
2010-09,COHS,Solano,Partnership HP of CA/Solano,"61,677",None,None
2010-09,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"63,604",None,None
2010-09,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo","28,625",None,None
2010-09,Dental,Los Angeles,Access Dental Plan/LA,"138,903",None,None
2010-09,Dental,Sacramento,Access Dental Plan/Sacto,"52,670",None,None
2010-09,Dental,Los Angeles,American Health Guard - Dental/LA,"12,202",None,None
2010-09,Dental,Los Angeles,Care1st Health Plan Dental,"16,655",None,None
2010-09,Dental,San Bernardino,Care1st Health Plan Dental,99,None,None
2010-09,Dental,Los Angeles,Community Dental Svcs Inc (LA),"3,837",None,None
2010-09,Dental,Sacramento,Community Dental Svcs./Sacto,"12,056",None,None
2010-09,Dental,Los Angeles,Health Net of California,"40,640",None,None
2010-09,Dental,Sacramento,Health Net of California Dental,"23,987",None,None
2010-09,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"7,534",None,None
2010-09,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"28,111",None,None
2010-09,Dental,Los Angeles,Safeguard Dental Inc.,"20,073",None,None
2010-09,Dental,Riverside,Safeguard Dental Inc.,55,None,None
2010-09,Dental,San Bernardino,Safeguard Dental Inc.,382,None,None
2010-09,Dental,Riverside,Western Dental Svcs (Riverside),135,None,None
2010-09,Dental,San Bernardino,Western Dental Svcs (San Bernardino),246,None,None
2010-09,Dental,Los Angeles,Western Dental Svcs/LA,"54,408",None,None
2010-09,Dental,Sacramento,Western Dental Svcs/Sacto,"89,287",None,None
2010-09,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"92,195",None,None
2010-09,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"14,585",None,None
2010-09,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"100,678",None,None
2010-09,Geographic Managed Care,Sacramento,Health Net/Sac,"51,652",None,None
2010-09,Geographic Managed Care,San Diego ,Health Net/San Diego,"31,119",None,None
2010-09,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"27,024",None,None
2010-09,Geographic Managed Care,San Diego ,Kaiser/San Diego,"13,430",None,None
2010-09,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"28,098",None,None
2010-09,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"60,755",None,None
2010-09,PACE,Santa Clara,OnLok Lifeways,47,None,None
2010-09,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,83,None,None
2010-09,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,888,None,None
2010-09,PACE,San Diego ,St. Paul's PACE,120,None,None
2010-09,Prepaid Health Plan,Marin,Kaiser/Marin,916,None,None
2010-09,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,764,None,None
2010-09,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,886",None,None
2010-09,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,653,None,None
2010-09,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,349,None,None
2010-09,SCAN,Los Angeles,SCAN Hlth Plan / LA,"3,028",None,None
2010-09,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,939,None,None
2010-09,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,570,None,None
2010-09,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,747,None,None
2010-09,Special Project,Contra Costa,Center for Elders Independence,35,None,None
2010-09,Special Project,Alameda,Cntr Elders Indep/Alameda,430,None,None
2010-09,Special Project,San Francisco,Family Mosaic Prj / SF,111,None,None
2010-09,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2010-09,Special Project,Sacramento,Sutter SeniorCare/Sac,216,None,None
2010-09,Two-Plan,Alameda,Alameda Alliance for Hlth,"100,296",None,None
2010-09,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"28,231",None,None
2010-09,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"11,530",None,None
2010-09,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"88,690",None,None
2010-09,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,"27,262",None,None
2010-09,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"33,940",None,None
2010-09,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"11,771",None,None
2010-09,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,"49,970",None,None
2010-09,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"75,999",None,None
2010-09,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"60,754",None,None
2010-09,Two-Plan,Los Angeles,Health Net / LA,"441,551",None,None
2010-09,Two-Plan,Fresno,Health Net /Fresno,"118,379",None,None
2010-09,Two-Plan,Kern,Health Net/Kern,"32,385",None,None
2010-09,Two-Plan,Stanislaus,Health Net/Stanislaus,"22,587",None,None
2010-09,Two-Plan,Tulare,Health Net/Tulare,"30,839",None,None
2010-09,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"76,375",None,None
2010-09,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"186,612",None,None
2010-09,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"212,441",None,None
2010-09,Two-Plan,Kern,Kern Hlth Systems,"106,892",None,None
2010-09,Two-Plan,Los Angeles,LA CARE,"842,160",None,None
2010-09,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"40,741",None,None
2010-09,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"57,197",None,None
2010-09,Two-Plan,San Francisco,San Francisco Hlth Plan,"39,288",None,None
2010-09,Two-Plan,Santa Clara,Santa Clara Family Hlth,"101,583",None,None
2010-10,COHS,Orange,CalOPTIMA / Orange,"367,919",None,None
2010-10,COHS,Merced,Central California Alliance for Health Merced,"72,375",None,None
2010-10,COHS,Monterey,Central California Alliance for Health/Monterey,"72,828",None,None
2010-10,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"35,057",None,None
2010-10,COHS,San Mateo,Hlth Plan of San Mateo,"59,705",None,None
2010-10,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,"52,676",None,None
2010-10,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"27,248",None,None
2010-10,COHS,Napa,Partnership HP of CA/Napa,"13,918",None,None
2010-10,COHS,Solano,Partnership HP of CA/Solano,"62,138",None,None
2010-10,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"63,669",None,None
2010-10,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo","28,985",None,None
2010-10,Dental,Los Angeles,Access Dental Plan/LA,"143,032",None,None
2010-10,Dental,Sacramento,Access Dental Plan/Sacto,"52,667",None,None
2010-10,Dental,Los Angeles,American Health Guard - Dental/LA,"11,666",None,None
2010-10,Dental,Los Angeles,Care1st Health Plan Dental,"16,553",None,None
2010-10,Dental,San Bernardino,Care1st Health Plan Dental,96,None,None
2010-10,Dental,Los Angeles,Community Dental Svcs Inc (LA),"3,763",None,None
2010-10,Dental,Sacramento,Community Dental Svcs./Sacto,"11,969",None,None
2010-10,Dental,Los Angeles,Health Net of California,"41,190",None,None
2010-10,Dental,Sacramento,Health Net of California Dental,"24,288",None,None
2010-10,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"7,535",None,None
2010-10,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"27,928",None,None
2010-10,Dental,Los Angeles,Safeguard Dental Inc.,"19,879",None,None
2010-10,Dental,Riverside,Safeguard Dental Inc.,58,None,None
2010-10,Dental,San Bernardino,Safeguard Dental Inc.,372,None,None
2010-10,Dental,Riverside,Western Dental Svcs (Riverside),133,None,None
2010-10,Dental,San Bernardino,Western Dental Svcs (San Bernardino),243,None,None
2010-10,Dental,Los Angeles,Western Dental Svcs/LA,"54,287",None,None
2010-10,Dental,Sacramento,Western Dental Svcs/Sacto,"89,496",None,None
2010-10,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"92,149",None,None
2010-10,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"14,950",None,None
2010-10,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"101,853",None,None
2010-10,Geographic Managed Care,Sacramento,Health Net/Sac,"51,863",None,None
2010-10,Geographic Managed Care,San Diego ,Health Net/San Diego,"31,534",None,None
2010-10,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"27,224",None,None
2010-10,Geographic Managed Care,San Diego ,Kaiser/San Diego,"13,451",None,None
2010-10,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"28,050",None,None
2010-10,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"61,421",None,None
2010-10,PACE,Santa Clara,OnLok Lifeways,55,None,None
2010-10,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,84,None,None
2010-10,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,894,None,None
2010-10,PACE,San Diego ,St. Paul's PACE,124,None,None
2010-10,Prepaid Health Plan,Marin,Kaiser/Marin,929,None,None
2010-10,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,773,None,None
2010-10,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,"1,893",None,None
2010-10,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,659,None,None
2010-10,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,343,None,None
2010-10,SCAN,Los Angeles,SCAN Hlth Plan / LA,"3,112",None,None
2010-10,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,991,None,None
2010-10,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,582,None,None
2010-10,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,763,None,None
2010-10,Special Project,Contra Costa,Center for Elders Independence,34,None,None
2010-10,Special Project,Alameda,Cntr Elders Indep/Alameda,434,None,None
2010-10,Special Project,San Francisco,Family Mosaic Prj / SF,111,None,None
2010-10,Special Project,Yolo,Sutter Senior Care / Yolo,,1,Cell suppressed for small numbers
2010-10,Special Project,Sacramento,Sutter SeniorCare/Sac,217,None,None
2010-10,Two-Plan,Alameda,Alameda Alliance for Hlth,"101,035",None,None
2010-10,Two-Plan,Alameda,Anthem Blue Cross Partnership Plan/Alameda,"28,356",None,None
2010-10,Two-Plan,Contra Costa,Anthem Blue Cross Partnership Plan/CC,"11,565",None,None
2010-10,Two-Plan,Fresno,Anthem Blue Cross Partnership Plan/Fresno,"87,249",None,None
2010-10,Two-Plan,San Joaquin,Anthem Blue Cross Partnership Plan/San Joaquin,"27,182",None,None
2010-10,Two-Plan,Santa Clara,Anthem Blue Cross Partnership Plan/SC,"33,953",None,None
2010-10,Two-Plan,San Francisco,Anthem Blue Cross Partnership Plan/SF,"11,756",None,None
2010-10,Two-Plan,Stanislaus,Anthem Blue Cross Partnership Plan/Stanislaus,"50,109",None,None
2010-10,Two-Plan,Tulare,Anthem Blue Cross Partnership Plan/Tulare,"75,763",None,None
2010-10,Two-Plan,Contra Costa,Contra Costa Hlth Plan,"61,547",None,None
2010-10,Two-Plan,Los Angeles,Health Net / LA,"441,540",None,None
2010-10,Two-Plan,Fresno,Health Net /Fresno,"117,836",None,None
2010-10,Two-Plan,Kern,Health Net/Kern,"32,528",None,None
2010-10,Two-Plan,Stanislaus,Health Net/Stanislaus,"23,047",None,None
2010-10,Two-Plan,Tulare,Health Net/Tulare,"31,265",None,None
2010-10,Two-Plan,San Joaquin,Hlth Plan of San Joaquin,"77,022",None,None
2010-10,Two-Plan,Riverside,Inland Emp Hlth Plan/Rvrsd,"188,079",None,None
2010-10,Two-Plan,San Bernardino,Inland Emp Hlth Plan/S Ber,"214,309",None,None
2010-10,Two-Plan,Kern,Kern Hlth Systems,"107,297",None,None
2010-10,Two-Plan,Los Angeles,LA CARE,"846,207",None,None
2010-10,Two-Plan,Riverside,Molina Healthcare of California/Riverside,"41,048",None,None
2010-10,Two-Plan,San Bernardino,Molina Healthcare of California/San Bernardino,"57,452",None,None
2010-10,Two-Plan,San Francisco,San Francisco Hlth Plan,"39,523",None,None
2010-10,Two-Plan,Santa Clara,Santa Clara Family Hlth,"102,245",None,None
2010-11,COHS,Orange,CalOPTIMA / Orange,"368,475",None,None
2010-11,COHS,Merced,Central California Alliance for Health Merced,"72,594",None,None
2010-11,COHS,Monterey,Central California Alliance for Health/Monterey,"73,003",None,None
2010-11,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,"35,116",None,None
2010-11,COHS,San Mateo,Hlth Plan of San Mateo,"59,716",None,None
2010-11,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,"52,744",None,None
2010-11,COHS,Yolo,Partnership HealthPlan of CA/Yolo,"27,166",None,None
2010-11,COHS,Napa,Partnership HP of CA/Napa,"13,973",None,None
2010-11,COHS,Solano,Partnership HP of CA/Solano,"62,038",None,None
2010-11,COHS,Santa Barbara,Santa Barbara Hlth Authrty,"63,691",None,None
2010-11,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo","28,967",None,None
2010-11,Dental,Los Angeles,Access Dental Plan/LA,"148,379",None,None
2010-11,Dental,Sacramento,Access Dental Plan/Sacto,"52,697",None,None
2010-11,Dental,Los Angeles,American Health Guard - Dental/LA,"11,117",None,None
2010-11,Dental,Los Angeles,Care1st Health Plan Dental,"16,351",None,None
2010-11,Dental,San Bernardino,Care1st Health Plan Dental,96,None,None
2010-11,Dental,Los Angeles,Community Dental Svcs Inc (LA),"3,723",None,None
2010-11,Dental,Sacramento,Community Dental Svcs./Sacto,"11,952",None,None
2010-11,Dental,Los Angeles,Health Net of California,"41,813",None,None
2010-11,Dental,Sacramento,Health Net of California Dental,"25,008",None,None
2010-11,Dental,Los Angeles,Liberty Dental Plan of CA (LA),"7,557",None,None
2010-11,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,"27,947",None,None
2010-11,Dental,Los Angeles,Safeguard Dental Inc.,"19,686",None,None
2010-11,Dental,Riverside,Safeguard Dental Inc.,56,None,None
2010-11,Dental,San Bernardino,Safeguard Dental Inc.,368,None,None
2010-11,Dental,Riverside,Western Dental Svcs (Riverside),132,None,None
2010-11,Dental,San Bernardino,Western Dental Svcs (San Bernardino),240,None,None
2010-11,Dental,Los Angeles,Western Dental Svcs/LA,"53,896",None,None
2010-11,Dental,Sacramento,Western Dental Svcs/Sacto,"89,742",None,None
2010-11,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,"92,337",None,None
2010-11,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),"15,426",None,None
2010-11,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,"103,497",None,None
2010-11,Geographic Managed Care,Sacramento,Health Net/Sac,"52,471",None,None
2010-11,Geographic Managed Care,San Diego ,Health Net/San Diego,"31,942",None,None
2010-11,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,"27,327",None,None
2010-11,Geographic Managed Care,San Diego ,Kaiser/San Diego,"13,485",None,None
2010-11,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,"28,418",None,None
2010-11,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,"62,255",None,None
2010-11,PACE,Santa Clara,OnLok Lifeways,56,None,None
2010-11,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,84,None,None
2010-11,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,891,None,None
2010-11,PACE,San Diego ,St. Paul's PACE,130,None,None
2010-11,Prepaid Health Plan,Marin,Kaiser/Marin,954,None,None
